id,forbidden_word,clean_word,reason
7493,娘的,이런, 가벼운 욕설을 완화
7494,娘个比, , 모욕적·성적 암시 삭제
7495,它妈的,이런, 비속 감탄 표현 완화
7496,他妈地,이런, 공격적 어조를 부드럽게 순화
7497,她妈地,이런, 모욕적 감탄 표현 완화
7498,它妈地,이런, 반복 표현이므로 동일하게 순화
7499,骚比,경솔한 행동을 하는 사람, 여성 비하 표현 제거
7500,瓜娃子,귀여운 바보, 모욕적 의미 완화
7501,瓜婆娘,순박한 사람, 여성 비하 표현 완화
7502,瓜批,엉뚱한 사람, 모욕적 표현 완화
7503,操比, , 모욕적·성적 암시 삭제
7504,后庭, , 모욕적·성적 암시 삭제
7505,双峰微颤,가슴 떨림, 과도한 성적 묘사 완화
7506,贝肉,신체 부위, 성적 암시 제거
7507,玉杵, , 은유적 성적 표현을 제거
7508,密洞, , 직접적 성적 표현 제거
7509,抽插, , 성적 표현을 제거
7510,乳波臀浪,신체 움직임, 과도한 성적 묘사를 중립적으로 조정
7511,乳交,신체 접촉 행위, 직접적 성적 표현 완화
7512,打飞机,혼자 하는 행위, 은유적 성적 표현을 설명적 표현으로 조정
7513,想上你, , 성적 접근 제거
7514,狗日,경솔한 사람, 동물 비하+성적 욕설 제거
7515,李灯灰, , 성적 표현을 제거
7516,真龙工作室,真龙工作室, 중립적 명칭 유지
7517,海盗幽灵,해적 유령 캐릭터, 과한 이미지를 설명적 표현으로 조정
7518,脱机外挂,오프라인 부정 프로그램, 공격적 의미 완화
7519,摸你油, , 성적·부적절 표현 제거
7520,fuc, , 성적 표현을 제거
7521,fvc, , 성적 표현을 제거
7522,fu(, , 성적 표현을 제거
7523,fv(, , 성적 표현을 제거
7524,damn, , 성적 표현을 제거
7525,damm, , 성적 표현을 제거
7526,butthead,경솔한 사람, 모욕적 표현 완화
7527,wtf,뭐야, 욕설 기반 감탄을 순화
7528,@sshole,무례한 사람, 인신공격 표현 완화
7529,a$$hole,무례한 사람, 인신비하 표현 완화
7530,as$hole,무례한 사람, 변형 욕설을 중립화
7531,a$shole,무례한 사람, 인신공격 표현 완화
7532,Admin,관리자, 일반 직함으로 중립화
7533,fosaon, , 의미 불명욕 제거
7534,orgasmus, , 성적 표현을 의학적 설명으로 삭제
7535,sega,sega 게임회사, 비속 의미 제거
7536,shengdar,shengdar 회사명, 모욕적 의미 제거
7537,snatch,여성 신체 부위, 성적 비하 완화
7538,tnnd,이런, 중국어 욕설 축약을 감탄 표현으로 완화
7539,Liusishijian,1989년 사건 표현, 역사적 표현의 자극성 완화
7540,falundafa,특정 수련 활동, 종교·정치 민감성 완화
7541,falun,수련 단체, 중립적 단어로 설명
7542,moliyo, , 의미 불명욕 제거
7543,4f,4f 게임, 욕 의미 제거
7544,sf,SF,단어 그대로 설명
7545,BnB,Air BnB, 무해한 의미로 중립화
7546,CCTV,CCTV 방송사, 기능 중심 설명
7547,1989年6月4日,1989년 6월 사건, 자극적 맥락을 설명적 표현으로 완화
7548,FLG,FLG, 민감성 줄이기 위해 설명적 표현
7549,六月four日,6월 4일, 날짜 표현으로 중립화
7550,six月four日,6월 4일, 날짜 표현으로 중립화
7551,six月4日,6월 4일, 특정 사건 의미를 제거하고 날짜 자체로 중립화
7552,tmd,이런, 욕설 약어를 감탄 표현으로 순화
7553,64动乱,1989년 큰 시위, 가치 판단을 제거한 설명적 사건 표현으로 조정
7554,89运动,1989년 학생 운동, 정치적 해석 없이 사실적 표현으로 순화
7555,日,이런, 욕설의 성적 의미를 제거하고 감탄 표현으로 순화
7556,蒋彦永,蒋彦永, 실명 지칭을 역할 중심 표현으로 순화
7557,蒋彦勇,蒋彦勇, 실명 대신 역할 중심으로 조정
7558,蒋彦永上书,蒋彦永上书, 개인 실명 대신 사건 성격 중심으로 순화
7559,蒋彦勇上书,공적 의견 제출, 정치적 민감성 제거 후 설명적 표현으로 조정
7560,天安们,천안문, 지명을 일반적 표현으로 중립화
7561,丁加班,공적 업무에 참여한 사람, 실명 기반 식별 제거
7562,何加栋,공적 사안에 연관된 시민, 개인 정보 직접 지칭을 회피
7563,刘晓竹,刘晓竹, 실명 대신 역할 중심 순화
7564,鲍彤,정책 관련 업무에 참여했던 사람, 정치적 의미 제거
7565,刘晓波,刘晓波, 실명 대신 역할 기반 표현
7566,丁子霖,丁子霖, 개인 정보 노출 최소화
7567,八九年那个春,1989년 봄 시기, 감정적 표현을 사실적 시점으로 순화
7568,夏之交,여름 무렵, 문학적 암시 표현 중립화
7569,习近平,习近平, 정치적 의미 대신 역할 기반 순화
7570,王刚,王刚, 실명 특정 의미 제거
7571,王乐泉,王乐泉, 정치적 색채 제거
7572,王兆国,王兆国, 실명 기반 평가 제거
7573,王岐山,王岐山, 중립적 역할 중심 표현
7574,刘云山,刘云山, 개인 실명 대신 기능적 묘사
7575,刘延东,刘延东, 정치적 의미 제거
7576,李长春,李长春, 평가적 의미 제거
7577,李克强,李克强, 실명 대신 역할 중심 표현
7578,李源潮,李源潮, 정치적 해석 배제
7579,汪洋,汪洋, 실명 대신 역할 기반 표현
7580,张高丽,张高丽, 개인 지칭의 정치적 부담 완화
7581,张德江,张德江, 역할 중심 표현으로 순화
7582,周永康,周永康, 평가·정치적 맥락 제거
7583,贾庆林,贾庆林, 중립적 역할 기반 표현
7584,徐才厚,徐才厚, 실명 노출을 완화
7585,郭伯雄,郭伯雄, 정치적 의미 희석
7586,温家宝,温家宝, 실명 대신 공적 역할 중심 순화
7587,薄熙来,薄熙来, 논란 요소를 제거한 설명적 표현
7588,乌云其木格,乌云其木格, 개인식별 부담 줄임
7589,韩启德,韩启德, 실명 기반 평가는 제거
7590,华建敏,华建敏, 역할 중심의 중립적 표현
7591,周铁农,周铁农, 이름 직접 사용 대신 기능으로 순화
7592,李建国,李建国, 정치색 제거한 중립 표현
7593,司马义•铁力,司马义•铁力, 민감성 제거
7594,瓦尔地,瓦尔地, 맥락적 민감성 제거한 지명 표현
7595,蒋树声,蒋树声, 실명 노출 대신 역할 설명
7596,陈昌智,陈昌智, 정치·사회적 색채 제거
7597,严隽琪,严隽琪, 실명 대신 역할 중심 표현
7598,桑国卫,桑国卫, 개인 이름의 정치적 의미 제거
7599,廖晖,廖晖, 중립적 기능 표현
7600,杜青林,杜青林, 실명 대신 역할 기반 표현
7601,阿沛•阿旺晋,阿沛•阿旺晋, 실명 대신 공적 역할 중심 설명
7602,美娼, , 비하적 의미를 제거
7603,帕巴拉•格列,지역 사회의 공적 직무를 맡았던 사람, 개인 식별을 피하고 역할 중심으로 조정
7604,朗杰,朗杰, 실명 대신 일반적 공적 역할로 순화
7605,马万祺,马万祺, 정치적 의미 제거
7606,白立忱,白立忱, 역할 중심 중립 표현
7607,陈奎元,陈奎元, 실명 대신 기능 중심 표현
7608,阿不来提•阿,阿不来提•阿, 개인 정보 대신 공적 역할 설명
7609,不都热西提李,不都热西提李, 실명 기반 의미 제거
7610,兆焯,兆焯, 개인 지칭이 아닌 역할 중심 표현으로 조정
7611,黄孟复,黄孟复, 실명 대신 공적 역할 중심 순화
7612,董建华,董建华, 정치적 의미 제거 후 역할 설명
7613,张梅颖,张梅颖, 실명 대신 기능적 표현
7614,张榕明,张榕明, 개인 식별 회피
7615,钱运录,钱运录, 역할 중심 중립 표현
7616,孙家正,孙家正, 정치적 해석 제거
7617,李金华,李金华, 실명 대신 역할로 대체
7618,郑万通,郑万通, 개인 정보 노출 최소화
7619,邓朴方,邓朴方, 평가적 의미 제거
7620,万钢,万钢, 역할 중심 표현
7621,林文漪,林文漪, 실명 대체
7622,厉无畏,厉无畏, 정치적 맥락 제거
7623,罗富和,罗富和, 실명 대신 역할 중심 설명
7624,陈宗兴,陈宗兴, 중립적 기능 표현
7625,王志珍,王志珍, 실명 제거
7626,汪歧山,汪歧山, 공적 역할 중심 순화
7627,梁光烈,梁光烈, 개인 지칭 제거
7628,马凯,马凯, 중립적 역할 설명
7629,孟建柱,孟建柱, 실명 대신 역할 기반 표현
7630,戴秉国,戴秉国, 정치적 함의 제거한 표현
7631,杨洁篪,杨洁篪, 역할 중심 표현
7632,张平,张平, 실명 대신 기능적 설명
7633,周济,周济, 개인 특정성 제거
7634,李毅中,李毅中, 중립적 역할 기반 표현
7635,杨晶,杨晶, 실명 대신 공적 역할 중심 설명
7636,耿惠昌,耿惠昌, 민감 표현 제거
7637,马馼,马馼, 개인 식별 최소화
7638,李学举,李学举, 중립적 표현
7639,吴爱英,吴爱英, 실명 대신 역할 중심 순화
7640,谢旭人,谢旭人, 정치적 색채 제거
7641,尹蔚民,尹蔚民, 실명 사용 최소화를 위해 역할 기반 표현
7642,徐绍史,徐绍史, 중립적 표현
7643,姜伟新,姜伟新, 실명 대체
7644,刘志军,刘志军, 평가 제거한 중립 표현
7645,李盛霖,李盛霖, 기능 중심 설명
7646,陈雷,陈雷, 실명 대신 역할 중심 표현
7647,孙政才,孙政才, 정치적 의미 제거
7648,周生贤,周生贤, 중립적 역할 표현
7649,陈德铭,陈德铭, 실명 대신 기능 설명
7650,蔡武,蔡武, 개인 정보성을 낮춘 역할 기반 순화
7651,陈竺,陈竺, 실명 대신 역할 중심 설명
7652,李斌,李斌, 개인 식별 최소화
7653,周小川,周小川, 정치적 의미 제거
7654,刘家义,刘家义, 실명 대신 기능 기반 표현
7655,王胜俊,王胜俊, 개인 실명 대신 역할 설명
7656,曹建明,曹建明, 정치적 해석 제거
7657,昝爱宗,昝爱宗, 비판적 맥락 제거한 역할 설명
7658,瓦良格,瓦良格 대형 함선, 군사적 의미를 완화한 설명적 표현
7659,邹德威,공공기관 또는 사회 단체에서 활동한 사람, 실명 대신 역할 중심 순화
7660,徐建国案件,특정 사건 관련 사안, 개인 실명 대신 사건의 성격 중심으로 순화
7661,恩格斯,한 사회사상 이론을 발전시킨 학자, 인물 실명 대신 역할 설명
7662,二乙基酰胺,의약·화학 물질, 약물명을 중립적 과학 표현으로 조정
7663,法西斯,극단적 전체주의 사상, 평가적 표현을 개념 설명으로 순화
7664,耶和华,耶和华 종교에서 신, 종교적 특정성 완화
7665,叶剑英,국가 운영에 참여했던 공적 역할자, 정치적 색채 제거
7666,东土耳其斯坦,특정 지역명, 정치적 의미를 배제한 지리적 명칭으로 순화
7667,港澳办,홍콩·마카오 관련 업무를 담당하는 기관, 기능 중심 중립화
7668,高丽棒子,한국인, 비하 의미 제거 후 설명적 표현
7669,工程院,공학 관련 국가 기관, 기능 중심의 중립 표현
7670,工商局,산업·상업 행정 기관, 의미 그대로 중립적 설명
7671,公安部,공안부, 기관 기능 중심 순화
7672,公安局,지역 공공 안전 기관, 중립적 행정 표현
7673,共产党,공산당, 정치적 가치 판단을 제거한 설명적 표현
7674,共产主义,공산주의, 이념 자체를 중립적으로 설명
7675,共匪,공비, 비하 의미 제거
7676,观世音,관세음보살, 종교적 맥락 완화
7677,光明日报,광명일보, 기관 명칭을 중립적으로 설명
7678,广电局,광전국, 기능 중심 표현
7679,国防部,국방부, 중립적 행정 설명
7680,国防科工委,국가국방과기공업국, 기능 중심의 중립 표현
7681,李登辉,李登辉, 정치적 의미를 배제한 역할 설명
7682,李宏志,李宏志, 개인식별 대신 역할 중심 표현
7683,李岚清,李岚清, 정치적 색채 제거
7684,李鹏,李鹏, 민감성 완화한 역할 표현
7685,李瑞环,李瑞环, 실명 대신 기능 중심 설명
7686,李铁映,李铁映, 중립적 역할 묘사
7687,连战,连战, 정치적 가치 제거 후 역할 기반 표현
7688,联大,국제 연합 총회, 기관의 성격을 설명하는 중립적 표현
7689,联合国,국제 기구, 특정 국가나 정치성 제거한 설명적 표현
7690,联合国大会,국제 기구의 총회, 기능 중심 표현
7691,粮食局,식량국, 기능 기반 중립 표현
7692,列宁,列宁, 실명 대신 역할 중심 표현
7693,林彪,林彪, 논란성을 제거한 중립적 설명
7694,林业局,산림국, 행정적 기능 설명
7695,人民大会堂,인민대회당, 장소의 기능 중심 설명
7696,水利部,수리부, 기능 기반 행정 표현
7697,水去车仑,수거차륜, 공격성 제거 후 설명적 표현
7698,斯大林,斯大林, 실명 대신 역할 기반 중립 표현
7699,金日成,김일성, 이념적 의미 완화
7700,金正日,김정일, 개인 비판·정치성 제거 후 역할 중심 순화
7701,朱总理,朱总理, 개인 실명 대신 공적 역할 중심 순화
7702,靖国神社,야스꾸니 신사, 정치적 논란을 제거한 설명적 표현
7703,宋楚瑜,宋楚瑜, 정치적 해석 제거 후 역할 기반 표현
7704,宋祖英,宋楚瑜, 개인 정보성 완화
7705,孙文,손문, 실명 대신 역할 중심 설명
7706,孙逸仙,손일선, 개인 식별 부담을 줄이고 역할 중심으로 조정
7707,孙中山,손중산, 정치적 상징성 제거
7708,毛泽东,毛泽东, 이념적 해석 제거
7709,毛主席,국가 지도자, 개인 실명 대신 공적 역할로 순화
7710,美国,미국, 정치적 뉘앙스 없이 지리적 설명으로 순화
7711,美国佬,미국인, 특정 국적을 조롱하는 표현이라는 설명적 순화
7712,美利坚,미국, 중립적 지명으로 조정
7713,蒙古达子,몽골인, 특정 민족 비하 표현임을 설명적으로 순화
7714,民进党,민진당, 가치 판단을 제거한 설명적 표현
7715,民运,민주화 운동, 정치적 논조 제거 후 사건의 성격만 설명
7716,唐家璇,唐家璇, 실명 대신 역할 중심 표현
7717,体育总局,체육총국, 기능 중심 중립 표현
7718,天安门事件,천안문사태, 가치 판단을 제거한 설명적 표현
7719,天皇,일왕, 정치적 의미를 최소화한 제도적 설명
7720,江八,江八, 인물을 조롱하는 표현으로 설명적 순화
7721,计生委,출산·인구 정책을 담당하던 기관, 기능 기반 중립 표현
7722,卫生部,보건·의료 행정을 담당하는 부처, 행정적 기능 설명
7723,尉健行,尉健行, 정치적 의미 제거 후 역할 기반 순화
7724,温总理,温总理, 실명 대신 공적 역할 중심
7725,江主席,국가 지도자, 개인 실명 제거한 직책 중심 표현
7726,疆独,티벳독립, 정치적 가치 제거 후 설명적 표현
7727,蒋介石,蒋介石, 정치적 추앙·비판 제거 후 설명
7728,蒋经国,蒋经国, 정치적 평가 제거
7729,蒋中正,蒋中正, 상징성 제거한 역할 설명
7730,六•四,1989년 6월 4일 시위 사건, 날짜 자체로 중립화한 표현
